GO:0009987	P	0.98	cellular process
GO:0044763	P	0.96	single-organism cellular process
GO:0065007	P	0.93	biological regulation
GO:0050789	P	0.92	regulation of biological process
GO:0050794	P	0.91	regulation of cellular process
GO:0006915	P	0.79	apoptotic process
GO:0048518	P	0.75	positive regulation of biological process
GO:0048522	P	0.72	positive regulation of cellular process
GO:0048869	P	0.71	cellular developmental process
GO:0043067	P	0.70	regulation of programmed cell death
GO:0002521	P	0.70	leukocyte differentiation
GO:0042981	P	0.69	regulation of apoptotic process
GO:0048583	P	0.67	regulation of response to stimulus
GO:0048519	P	0.66	negative regulation of biological process
GO:0048523	P	0.65	negative regulation of cellular process
GO:0065008	P	0.64	regulation of biological quality
GO:0051239	P	0.64	regulation of multicellular organismal process
GO:0048584	P	0.64	positive regulation of response to stimulus
GO:0002682	P	0.64	regulation of immune system process
GO:0044767	P	0.63	single-organism developmental process
GO:0043069	P	0.63	negative regulation of programmed cell death
GO:0002376	P	0.63	immune system process
GO:0051240	P	0.62	positive regulation of multicellular organismal process
GO:0050776	P	0.62	regulation of immune response
GO:0048856	P	0.62	anatomical structure development
GO:0043066	P	0.62	negative regulation of apoptotic process
GO:0032879	P	0.62	regulation of localization
GO:0002684	P	0.62	positive regulation of immune system process
GO:0001817	P	0.62	regulation of cytokine production
GO:0050778	P	0.61	positive regulation of immune response
GO:0031343	P	0.61	positive regulation of cell killing
GO:0001819	P	0.61	positive regulation of cytokine production
GO:2000454	P	0.59	positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation
GO:0070236	P	0.59	negative regulation of activation-induced cell death of T cells
GO:0048538	P	0.59	thymus development
GO:0048536	P	0.59	spleen development
GO:0048535	P	0.59	lymph node development
GO:0043029	P	0.59	T cell homeostasis
GO:0042104	P	0.59	positive regulation of activated T cell proliferation
GO:0033077	P	0.59	T cell differentiation in thymus
GO:0032729	P	0.59	positive regulation of interferon-gamma production
GO:0001916	P	0.59	positive regulation of T cell mediated cytotoxicity
GO:0007165	P	0.37	signal transduction
GO:0008152	P	0.27	metabolic process
GO:0071704	P	0.25	organic substance metabolic process
GO:0044238	P	0.24	primary metabolic process
GO:0019222	P	0.24	regulation of metabolic process
GO:0016043	P	0.24	cellular component organization
GO:0080090	P	0.23	regulation of primary metabolic process
GO:0060255	P	0.23	regulation of macromolecule metabolic process
GO:0043170	P	0.22	macromolecule metabolic process
GO:0031323	P	0.21	regulation of cellular metabolic process
GO:0007166	P	0.21	cell surface receptor signaling pathway
GO:0097190	P	0.20	apoptotic signaling pathway
GO:0050896	P	0.20	response to stimulus
GO:0097191	P	0.18	extrinsic apoptotic signaling pathway
GO:0051246	P	0.18	regulation of protein metabolic process
GO:0019538	P	0.18	protein metabolic process
GO:0065009	P	0.17	regulation of molecular function
GO:0008625	P	0.17	extrinsic apoptotic signaling pathway via death domain receptors
GO:0031325	P	0.16	positive regulation of cellular metabolic process
GO:0010604	P	0.16	positive regulation of macromolecule metabolic process
GO:0043933	P	0.15	macromolecular complex subunit organization
GO:0043065	P	0.15	positive regulation of apoptotic process
GO:0032268	P	0.15	regulation of cellular protein metabolic process
GO:0023051	P	0.15	regulation of signaling
GO:0022607	P	0.15	cellular component assembly
GO:0010646	P	0.15	regulation of cell communication
GO:0051171	P	0.14	regulation of nitrogen compound metabolic process
GO:0050790	P	0.14	regulation of catalytic activity
GO:0009966	P	0.14	regulation of signal transduction
GO:0006461	P	0.14	protein complex assembly
GO:0097527	P	0.13	necroptotic signaling pathway
GO:0097194	P	0.13	execution phase of apoptosis
GO:0051704	P	0.13	multi-organism process
GO:0032270	P	0.13	positive regulation of cellular protein metabolic process
GO:0031326	P	0.13	regulation of cellular biosynthetic process
GO:0030162	P	0.13	regulation of proteolysis
GO:0010556	P	0.13	regulation of macromolecule biosynthetic process
GO:0010468	P	0.13	regulation of gene expression
GO:2000116	P	0.12	regulation of cysteine-type endopeptidase activity
GO:0080134	P	0.12	regulation of response to stress
GO:0044710	P	0.12	single-organism metabolic process
GO:0044419	P	0.12	interspecies interaction between organisms
GO:0044237	P	0.12	cellular metabolic process
GO:0044093	P	0.12	positive regulation of molecular function
GO:0030225	P	0.12	macrophage differentiation
GO:0006950	P	0.12	response to stress
GO:0006355	P	0.12	regulation of transcription, DNA-templated
GO:0016032	P	0.11	viral process
GO:0009967	P	0.11	positive regulation of signal transduction
