GO:0003824	F	0.78	catalytic activity
GO:0016491	F	0.50	oxidoreductase activity
GO:0043167	F	0.44	ion binding
GO:0043169	F	0.40	cation binding
GO:0016740	F	0.40	transferase activity
GO:0005102	F	0.38	receptor binding
GO:0051540	F	0.33	metal cluster binding
GO:1901363	F	0.26	heterocyclic compound binding
GO:0097159	F	0.26	organic cyclic compound binding
GO:0008395	F	0.25	steroid hydroxylase activity
GO:0003676	F	0.23	nucleic acid binding
GO:0016413	F	0.19	O-acetyltransferase activity
GO:0003723	F	0.19	RNA binding
GO:0035198	F	0.12	miRNA binding
GO:0016787	F	0.12	hydrolase activity
GO:0004842	F	0.12	ubiquitin-protein transferase activity
